Item Id,Item Name,Price,Sales,Shop Name,Commission,Rate,Commission,Product Link,Offer Link,imagem
"1QcWPzs","Caixa Amplificada Connect Lights Cm-400 Mondial Cor Preto","R$ 483,18","| +100mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1QcWPzs","https://mercadolivre.com/sec/1QcWPzs","https://http2.mlstatic.com/D_Q_NP_2X_668758-MLA99963187239_112025-AB.webp"
"2wqmFNF","Tablet Positivo Vision Tab 7 Stitch - Processador Octa-core 3gb Ram 64gb Armazenamento, Tela 7 Ips, Bateria 3100mah, Android 14 Go, Wi-fi - Preto - Inclui Capa De Proteção E Capa De Transporte","R$ 469","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2wqmFNF","https://mercadolivre.com/sec/2wqmFNF","https://http2.mlstatic.com/D_Q_NP_2X_778965-MLA99539855022_122025-AB.webp"
"2kVwKLU","Tablet Infantil Positivo Vision Tab 7 Spidey T307sp Processador Octa-core 3gb Ram 64gb Armazenamento Tela 7 Ips Bateria 3100mah Android 14 Go Wi-fi Preto Inclui 2 Itens De Proteção Capa E Bolsa","R$ 419","| +1000 vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2kVwKLU","https://mercadolivre.com/sec/2kVwKLU","https://http2.mlstatic.com/D_Q_NP_2X_891525-MLA82415932073_022025-AB.webp"
"1efZ9s5","Lego® Classic Caixa Média De Peças Criativas; 484 Peças Em 35 Cores","R$ 215,15","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1efZ9s5","https://mercadolivre.com/sec/1efZ9s5","https://http2.mlstatic.com/D_Q_NP_2X_687392-MLA100031125891_122025-AB.webp"
"1cW6JdN","Creatina Monohidratada Em Pote 300g 100% Pura Dark Lab","R$ 39,90","| +750mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1cW6JdN","https://mercadolivre.com/sec/1cW6JdN","https://http2.mlstatic.com/D_Q_NP_2X_716663-MLA99599672360_122025-AB.webp"
"2WGNfsd","Smartphone Motorola Moto G05 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.7  Com Superbrilho - Cinza","R$ 699","| +100mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2WGNfsd","https://mercadolivre.com/sec/2WGNfsd","https://http2.mlstatic.com/D_Q_NP_2X_923115-MLA99472191218_112025-AB.webp"
"186PQFe","Mini Carro Elétrico Infantil Conect Kart Suporta Até 70kg Cor Vermelho Voltagem Do Carregador 110v/220v","R$ 689,90","| +1000 vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/186PQFe","https://mercadolivre.com/sec/186PQFe","https://http2.mlstatic.com/D_Q_NP_2X_892992-MLA99856796187_112025-AB.webp"
"1AKPBbx","Balança Digital Corporal Bioimpedância Aplicativo Bluetooth Relaxmedic","R$ 132,93","| +100mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1AKPBbx","https://mercadolivre.com/sec/1AKPBbx","https://http2.mlstatic.com/D_Q_NP_2X_824835-MLA91374243603_082025-AB.webp"
"1i83aR7","Aspirador Pó E Água Wap Gtw Inox 20 Com Soprador 1600w 160mbar 20 Litros","R$ 359,90","| +50mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1i83aR7","https://mercadolivre.com/sec/1i83aR7","https://http2.mlstatic.com/D_Q_NP_2X_740769-MLA99494120192_112025-AB.webp"
"1R8tWy7","Máquina Solda Mig 150 Flex Tig Lift Mma Sem Gás Cor Laranja/preto Frequência 50 Hz/60 Hz Pró Euro","R$ 687","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1R8tWy7","https://mercadolivre.com/sec/1R8tWy7","https://http2.mlstatic.com/D_Q_NP_2X_775118-MLA99570815708_122025-AB.webp"
"1JiEkuo","Tablet Positivo Vision Tab 10 4gb Ram 128gb Armazenamento, Octa-core, 13mp + Selfie 5mp, Bateria 6000mah, Tela 10.1 Hd, Wifi Ac E 4g, Full Lamination","R$ 749","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1JiEkuo","https://mercadolivre.com/sec/1JiEkuo","https://http2.mlstatic.com/D_Q_NP_2X_892632-MLA99942935053_112025-AB.webp"
