Item Id,Item Name,Price,Sales,Shop Name,Commission,Rate,Commission,Product Link,Offer Link,imagem
"7fSedIc4GC","Bolsa Térmica Marmita Lanche Bebida Grande Capacidade Piqueniques para Viagens ao Ar Livre Na Praia","R$ 35,99","9mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/7fSedIc4GC","https://s.shopee.com.br/7fSedIc4GC","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m4eqcxgtydoh34.webp"
"VzU68Y51E","Moda Flor Feminina Relógio Casual Couro Banda Quartzo Jóias Presente Conjunto","R$ 12,54","80mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/VzU68Y51E","https://s.shopee.com.br/VzU68Y51E","https://down-tx-br.img.susercontent.com/sg-11134201-822xo-mhvzbgcqmrrcbb.webp"
"7fSedJXCAn","Kit Banho: Esfoliante Corporal de Açúcar + Gel de Banho + Brinde Exclusivo! - Wever Cosméticos","R$ 54,80","6mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/7fSedJXCAn","https://s.shopee.com.br/7fSedJXCAn","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-maisljjxuf3t5d.webp"
"13DVEVFTA","kit Chapinha Profissional Prancha Titânio 110V/220V OFERTA","R$ 74,25","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/13DVEVFTA","https://s.shopee.com.br/13DVEVFTA","https://down-tx-br.img.susercontent.com/sg-11134201-7rdxq-lychaqpyai2uc8.webp"
"2LR8HWr5wo","Pote de Vidro Hermético Âmbar Transparente Coração Decor Afeto Porta Mantimentos Decorativo Cozinha","R$ 43,99","1mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/2LR8HWr5wo","https://s.shopee.com.br/2LR8HWr5wo","https://down-tx-br.img.susercontent.com/sg-11134201-7renm-m8gphx4fyoqod0.webp"
"AKTPoErVSM","kit Coala Home Chá Branco","R$ 69,90","100mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/AKTPoErVSM","https://s.shopee.com.br/AKTPoErVSM","https://down-tx-br.img.susercontent.com/sg-11134201-7rdwg-m0j6jm49q7nyd4.webp"
"20oHsvs1qH","Cozedor de Ovos Portátil Elétrico Cozinha à Vapor 110v/220v","R$ 29,90","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/20oHsvs1qH","https://s.shopee.com.br/20oHsvs1qH","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-lod2nr57qo1zce.webp"
"8zy2DnrmKl","Kit 5 Escovas de Cabelo  + Touca de Cetim – Raquete Fashion, Mágica, Polvo, Massageadora de Silicone","R$ 21,99","60mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/8zy2DnrmKl","https://s.shopee.com.br/8zy2DnrmKl","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-may3rf8imbnze8.webp"
"1LYb5iph6o","Kit Frigideira Antiaderente Grande Cerâmica Não Gruda Não Vai Óleo Utensilio Domestico Cozinha Dieta","R$ 44,70","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/1LYb5iph6o","https://s.shopee.com.br/1LYb5iph6o","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m3yy1jbwemnpeb.webp"
"9UuIojpTH1","Lençol 400 Fios Micropercal Tecido Leve e Macio Estampas Sortidas","R$ 27,90","90mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/9UuIojpTH1","https://s.shopee.com.br/9UuIojpTH1","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-ly3h7a2ljw8n63.webp"
"4VVcrYdItg","Maquina de Café Cafeteira Italiana 9 Xícaras Expresso e Moka Em Inox 4, 6 Xícaras","R$ 49,89","20mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/4VVcrYdItg","https://s.shopee.com.br/4VVcrYdItg","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-ltys8ulu86msc9.webp"
"3B0FH7D6ou","QUEIMA DE ESTOQUE! Penteadeira Suspensa Com Espelho 70CM Console Camarim E&A - Cores","R$ 99,99","9mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/3B0FH7D6ou","https://s.shopee.com.br/3B0FH7D6ou","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m84yacwsdl2p70.webp"
"AUmq0bG3g8","Kit 15 Recipientes Organizadores Herméticos - Antivazamento e Empilháveis | Cozinha, Alimentos e Marmita","R$ 99,00","7mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/AUmq0bG3g8","https://s.shopee.com.br/AUmq0bG3g8","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m6rzlfhhv9lz81.webp"
"20oHszHDP6","Varal De Chão Roupa Calcinha Grade 3 Andares Dobrável Portátil","R$ 69,89","30mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/20oHszHDP6","https://s.shopee.com.br/20oHszHDP6","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m6se7iwi7hpja5.webp"
"6fa7RZUFPc","400ML 6 Lâminas Espremedor Elétrico Mini Liquidificador Portátil De Suco De Alimentos Misturador Leite","R$ 31,51","50mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/6fa7RZUFPc","https://s.shopee.com.br/6fa7RZUFPc","https://down-tx-br.img.susercontent.com/sg-11134201-7rdxl-lya3mnf1b02wbc.webp"
"1LYb5mJLi9","Modelador De Cachos Ferro Automático Sem Fio Com Bateria Recarregável Embutida Cerâmica","R$ 47,89","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/1LYb5mJLi9","https://s.shopee.com.br/1LYb5mJLi9","https://down-tx-br.img.susercontent.com/br-11134207-7r98s-llsdynw24ncb3e.webp"
"60KQeMWJSL","Kit Mesa Posta Glamour com 11 Itens Café da Manhã Jarra Queijeira Manteigueira Açucareiro Boleira","R$ 66,54","6mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/60KQeMWJSL","https://s.shopee.com.br/60KQeMWJSL","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m9eso9jidzwie7.webp"
"1qUrgiGyO9","Birken Sandália Conforto Feminina Modelo Sara Strass Brilhante Paris","R$ 60,90","3mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/1qUrgiGyO9","https://s.shopee.com.br/1qUrgiGyO9","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m7thf5oe847655.webp"
"6fa7Rbtq2N","Liquidificador 3 velocidades 550W Power Turbo Power - L-99-FR - Mondial","R$ 104,90","50mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/6fa7Rbtq2N","https://s.shopee.com.br/6fa7Rbtq2N","https://down-tx-br.img.susercontent.com/sg-11134201-822wt-mi0dvvgyq8lfb7.webp"
